2, 0.0000, 2
4, 0.0000, 8
8, 0.0000, 24
16, 0.0000, 64
32, 0.0000, 160
64, 0.0000, 384
128, 0.0000, 896
256, 0.0000, 2048
512, 0.0000, 4608
1024, 0.5000, 10240
2048, 0.0000, 22528
4096, 0.0500, 49152
8192, 0.5000, 106496
16384, 0.6500, 229376
32768, 1.1000, 491520
65536, 4.3000, 1048576
