2, 0.0000, 1
4, 0.0000, 4
8, 0.0000, 13
16, 0.0000, 34
32, 0.0000, 85
64, 0.0000, 217
128, 0.0000, 516
256, 0.0000, 1196
512, 0.0000, 2446
1024, 0.0000, 5380
2048, 0.5000, 11404
4096, 0.7500, 23603
8192, 0.7000, 46257
16384, 3.7500, 98001
32768, 5.9000, 186565
