2, 0.0000, 1
4, 0.0000, 4
8, 0.0000, 14
16, 0.0000, 34
32, 0.0000, 96
64, 0.3500, 211
128, 0.0000, 500
256, 0.0000, 1232
512, 0.0000, 2853
1024, 0.0000, 6219
2048, 0.0000, 14074
4096, 0.5000, 31700
8192, 1.8000, 66019
16384, 6.0000, 145414
32768, 8.3500, 314812
